435535320	103029150
435533050	103022970
435535370	103029210
435533050	103023050
435535410	103029280
435533050	103023130
435535450	103029340
435533060	103023210
435535500	103029410
435533060	103023290
435535540	103029480
435533060	103023370
435533060	103023440
435535580	103029540
435533060	103023520
435535630	103029610
435533060	103023590
435535670	103029670
435533060	103023670
435535710	103029740
435535760	103029810
435533070	103023740
435533070	103023820
435535800	103029870
435533070	103023890
435535840	103029940
435533070	103023960
435535890	103030000
435533070	103024030
435535930	103030070
435533070	103024100
435535970	103030140
435533070	103024170
435536020	103030200
435533070	103024240
435536060	103030270
435533070	103024310
435536100	103030330
435533070	103024380
435536150	103030400
435533070	103024440
435536190	103030460
435533080	103024510
435536230	103030530
435533080	103024580
435536270	103030600
435533080	103024650
435536320	103030660
435533080	103024720
435536360	103030730
435533090	103024790
435536400	103030790
435533090	103024860
435536440	103030860
435533100	103024930
435533100	103025000
435536490	103030920
435533110	103025070
435536530	103030990
435533110	103025140
435536570	103031060
435533120	103025210
435536610	103031120
435533130	103025280
435536660	103031190
435533150	103025350
435536700	103031250
435533160	103025420
435536740	103031320
435533170	103025490
435536780	103031380
435533190	103025560
435536830	103031450
435533210	103025630
435536870	103031510
435533230	103025700
435536910	103031580
435533250	103025760
435536960	103031640
435533270	103025830
435537000	103031710
435533300	103025900
435537040	103031770
435533320	103025970
435537080	103031840
435533350	103026040
435537130	103031900
435533370	103026100
435537170	103031970
435533400	103026170
435537210	103032030
435533440	103026230
435537250	103032100
435533470	103026300
435537300	103032160
435533500	103026360
435537340	103032220
435533530	103026430
435537380	103032290
435533570	103026490
435537430	103032350
435533610	103026550
435537470	103032420
435533640	103026620
435537510	103032480
435533680	103026680
435537560	103032550
435533720	103026740
435537600	103032610
435533760	103026800
435537650	103032680
435533800	103026870
435537690	103032740
435533840	103026930
435537730	103032800
435533880	103026990
435537780	103032870
435533920	103027050
435537820	103032930
435533960	103027120
435537860	103033000
435534000	103027180
435537910	103033060
435534040	103027240
435534090	103027300
435537950	103033130
435534130	103027370
435538000	103033190
435534170	103027430
435538040	103033250
435534210	103027490
435538090	103033320
435534260	103027560
435538130	103033380
435534300	103027620
435538170	103033450
435534350	103027690
435538220	103033510
435534390	103027750
435538260	103033570
435534430	103027820
435538310	103033640
435534480	103027880
435538350	103033700
435534520	103027950
435538400	103033760
435534570	103028020
435538440	103033830
435534610	103028080
435538490	103033890
435534660	103028150
435538530	103033950
435534700	103028220
435538580	103034020
435534750	103028280
435538620	103034080
435534800	103028350
435538670	103034140
435534840	103028420
435538710	103034210
435534880	103028480
435534930	103028550
435538760	103034270
435534970	103028620
435538800	103034330
435535020	103028680
435538850	103034400
435535060	103028750
435538890	103034460
435535110	103028810
435538940	103034530
435535150	103028880
435538980	103034590
435535190	103028950
435535240	103029010
435539030	103034660
435535280	103029080
435539080	103034720
435535320	103029150
435539120	103034780
