435530160	103014500
435530740	103017730
435530130	103014480
435530770	103017780
435530100	103014470
435530800	103017830
435530080	103014450
435530840	103017880
435530050	103014440
435530870	103017930
435530020	103014430
435530900	103017980
435529990	103014420
435530940	103018030
435529960	103014410
435530970	103018080
435529930	103014400
435529900	103014400
435531000	103018130
435529870	103014400
435531040	103018180
435529840	103014400
435531070	103018230
435529810	103014400
435531100	103018280
435529780	103014400
435531140	103018330
435529750	103014410
435531170	103018380
435529720	103014420
435531200	103018430
435529690	103014430
435531240	103018480
435529660	103014440
435531270	103018530
435529630	103014460
435531300	103018580
435529600	103014470
435531340	103018630
435529570	103014490
435531370	103018680
435529550	103014510
435531400	103018730
435529520	103014540
435531440	103018790
435529500	103014560
435531470	103018840
435529470	103014590
435531500	103018890
435529450	103014610
435531540	103018940
435529430	103014640
435531570	103018990
435529410	103014670
435531610	103019040
435529400	103014700
435531640	103019090
435529380	103014740
435531670	103019150
435529360	103014770
435531710	103019200
435529350	103014810
435531740	103019260
435529340	103014850
435531780	103019310
435529330	103014880
435531820	103019370
435529320	103014920
435531850	103019420
435529310	103014960
435531890	103019480
435529300	103015000
435531920	103019540
435529300	103015040
435531960	103019590
435532000	103019650
435532030	103019710
435532070	103019760
435532100	103019820
435532140	103019880
435532170	103019930
435532210	103019990
435532240	103020050
435532280	103020110
435532310	103020170
435532350	103020230
435532380	103020290
435532420	103020350
435532450	103020410
435532490	103020480
435532520	103020540
435532560	103020610
435532590	103020670
435532620	103020740
435532650	103020810
435532680	103020880
435532710	103020960
435532730	103021030
435529300	103015080
435529300	103015120
435529300	103015160
435529300	103015200
435529300	103015240
435529310	103015280
435529310	103015320
435529320	103015360
435529330	103015400
435529330	103015440
435529340	103015470
435529350	103015510
435529360	103015550
435529380	103015590
435529390	103015620
435529400	103015660
435529420	103015700
435529440	103015730
435529450	103015770
435529470	103015800
435532760	103021100
435529600	103016040
435532780	103021180
435529630	103016080
435532810	103021260
435529660	103016130
435532830	103021340
435529680	103016170
435532850	103021420
435529710	103016220
435532870	103021500
435529740	103016270
435532890	103021580
435529770	103016320
435532900	103021660
435529810	103016370
435529840	103016420
435532920	103021740
435529870	103016470
435532940	103021820
435529910	103016520
435532950	103021900
435529940	103016570
435532960	103021980
435529980	103016630
435532980	103022070
435530020	103016680
435532990	103022150
435530050	103016730
435532990	103022230
435530090	103016780
435533000	103022310
435530120	103016840
435533010	103022400
435530160	103016890
435533020	103022480
435530200	103016940
435533030	103022560
435530230	103016990
435533030	103022640
435530270	103017050
435533030	103022730
435530300	103017100
435533040	103022810
435530340	103017150
435533040	103022890
435530370	103017200
435533050	103022970
435533050	103023050
435533050	103023130
435533060	103023210
435533060	103023290
435533060	103023370
435533060	103023440
435533060	103023520
435533060	103023590
435533060	103023670
435533070	103023740
435533070	103023820
435530400	103017250
435530440	103017300
435530470	103017340
435530510	103017390
435530540	103017440
435530570	103017490
435530600	103017540
435530640	103017590
435530670	103017640
435530700	103017680
435530740	103017730
435530770	103017780
435533070	103023890
435530800	103017830
435533070	103023960
435530840	103017880
435533070	103024030
435530870	103017930
435533070	103024100
435530900	103017980
435533070	103024170
435530940	103018030
435533070	103024240
435530970	103018080
435533070	103024310
435531000	103018130
435533070	103024380
435531040	103018180
435533070	103024440
435531070	103018230
435533080	103024510
435531100	103018280
435533080	103024580
435531140	103018330
435533080	103024650
435531170	103018380
435531200	103018430
435531240	103018480
435531270	103018530
435531300	103018580
435531340	103018630
435531370	103018680
435531400	103018730
435531440	103018790
435531470	103018840
435533080	103024720
435533090	103024790
435533090	103024860
435533100	103024930
435533100	103025000
435533110	103025070
435533110	103025140
435533120	103025210
435533130	103025280
435531500	103018890
435533150	103025350
435533160	103025420
435531540	103018940
435533170	103025490
435531570	103018990
435533190	103025560
435531610	103019040
435533210	103025630
435531640	103019090
435533230	103025700
435531670	103019150
435533250	103025760
435531710	103019200
435533270	103025830
435531740	103019260
435533300	103025900
435531780	103019310
435533320	103025970
435531820	103019370
435533350	103026040
435531850	103019420
435531890	103019480
435533370	103026100
435531920	103019540
435533400	103026170
435531960	103019590
435533440	103026230
435532000	103019650
435533470	103026300
435532030	103019710
435533500	103026360
435532070	103019760
435533530	103026430
435532100	103019820
435533570	103026490
435532140	103019880
435533610	103026550
435532170	103019930
435533640	103026620
435532210	103019990
435533680	103026680
435532240	103020050
435533720	103026740
435532280	103020110
435533760	103026800
435532310	103020170
435533800	103026870
435532350	103020230
435533840	103026930
435532380	103020290
435533880	103026990
435532420	103020350
435533920	103027050
435532450	103020410
435533960	103027120
435532490	103020480
435534000	103027180
435532520	103020540
435534040	103027240
435532560	103020610
435534090	103027300
435532590	103020670
435534130	103027370
435532620	103020740
435534170	103027430
435532650	103020810
435534210	103027490
435532680	103020880
435534260	103027560
435532710	103020960
435534300	103027620
435532730	103021030
435534350	103027690
435532760	103021100
435534390	103027750
435532780	103021180
435534430	103027820
435532810	103021260
435532830	103021340
435532850	103021420
435532870	103021500
435532890	103021580
435534480	103027880
435532900	103021660
435534520	103027950
435534570	103028020
435534610	103028080
435534660	103028150
435534700	103028220
435532920	103021740
435534750	103028280
435532940	103021820
435532950	103021900
435534800	103028350
435532960	103021980
435534840	103028420
435532980	103022070
435534880	103028480
435532990	103022150
435534930	103028550
435532990	103022230
435534970	103028620
435533000	103022310
435535020	103028680
435533010	103022400
435535060	103028750
435533020	103022480
435535110	103028810
435533030	103022560
435535150	103028880
435533030	103022640
435535190	103028950
435533030	103022730
435535240	103029010
435533040	103022810
435535280	103029080
435533040	103022890
